daymonth,weather,max_temp (Celsius),min_temp (Celsius),wind (km/h),rain (mm),humidity (percentage),cloud (percentage),pressure (millibar),year,avg_temp (Celsius)
8-Apr,Sunny,37,27,9,0.2,30,10,997,2013,32
9-Apr,Thundery outbreaks possible,34,25,7,2.1,36,24,1000,2009,29.5
10-Apr,Sunny,41,26,8,0,19,4,1002,2010,33.5
11-Apr,Sunny,35,26,6,3.4,46,19,1000,2011,30.5
12-Apr,Sunny,42,30,9,0,18,0,993,2012,36
13-Apr,Sunny,38,27,8,0.1,27,4,999,2013,32.5
14-Apr,Sunny,36,24,11,0.3,28,12,1000,2009,30
15-Apr,Sunny,36,24,11,0.3,28,12,1000,2009,30
16-Apr,Sunny,36,24,11,0.3,28,12,1000,2009,30
17-Apr,Sunny,40,27,9,0,21,8,1003,2010,33.5
18-Apr,Sunny,36,26,7,0.7,38,5,1002,2011,31
19-Apr,Sunny,42,31,11,0,20,2,993,2012,36.5
20-Apr,Sunny,39,29,7,0,27,4,998,2013,34
21-Apr,Sunny,38,23,9,0,25,3,1000,2009,30.5
22-Apr,Sunny,38,23,9,0,25,3,1000,2009,30.5
23-Apr,Sunny,40,27,9,0.1,24,7,1002,2010,33.5
24-Apr,Sunny,37,27,8,0,31,5,1002,2011,32
25-Apr,Sunny,41,31,12,0,21,4,994,2012,36
26-Apr,Sunny,39,30,9,0,30,7,997,2013,34.5
27-Apr,Sunny,41,25,11,0,17,0,998,2009,33
28-Apr,Sunny,39,26,9,0.8,36,13,1003,2010,32.5
29-Apr,partly cloudy,37,29,10,0.6,35,26,1002,2011,33
30-Apr,Sunny,41,31,12,0,23,6,993,2012,36
1-May,Sunny,39,30,11,0.5,38,14,999,2013,34.5
2-May,Sunny,43,26,12,0,14,1,997,2009,34.5
3-May,Sunny,39,26,9,0,37,12,1005,2010,32.5
4-May,Patchy rain possible,36,29,10,5.2,46,23,1001,2011,32.5
5-May,Sunny,38,29,12,0.4,36,22,994,2012,33.5
6-May,Sunny,37,29,10,3.2,46,19,999,2013,33
7-May,Sunny,43,27,10,0,13,3,997,2009,35
8-May,Sunny,41,26,8,0.1,31,12,1004,2010,33.5
9-May,Sunny,35,27,8,4.1,50,15,1003,2011,31
10-May,Sunny,37,28,9,2.6,42,18,997,2012,32.5
11-May,Patchy rain possible,37,28,10,2.8,44,16,997,2013,32.5
12-May,Sunny,42,28,10,0,17,1,999,2009,35
13-May,Sunny,42,28,7,0,26,12,1001,2010,35
14-May,Sunny,34,27,7,2.6,48,15,1002,2011,30.5
15-May,Patchy rain possible,37,28,8,3.1,43,21,999,2012,32.5
16-May,Patchy rain possible,36,28,10,1.9,45,23,997,2013,32
17-May,Sunny,42,28,10,0,17,1,999,2009,35
18-May,Sunny,42,28,7,0,26,12,1001,2010,35
19-May,Sunny,34,27,7,2.6,48,15,1002,2011,30.5
20-May,Patchy rain possible,37,28,8,3.1,43,21,999,2012,32.5
21-May,Patchy rain possible,36,28,10,1.9,45,23,997,2013,32
22-May,Sunny,41,27,11,0,21,5,1000,2009,34
23-May,Sunny,43,29,10,0.1,24,9,998,2010,36
24-May,Sunny,35,26,7,1.2,43,14,1001,2011,30.5
25-May,Sunny,38,28,8,1.7,38,10,1000,2012,33
26-May,Sunny,34,26,8,3.5,45,19,998,2013,30
27-May,Sunny,42,27,8,0,23,5,999,2009,34.5
28-May,Sunny,43,29,10,0,23,3,997,2010,36
29-May,Sunny,35,26,6,2.5,44,10,999,2011,30.5
30-May,Sunny,38,29,8,0.7,37,13,1000,2012,33.5
31-May,Sunny,36,26,7,0,32,5,999,2013,31
1-Jun,Sunny,42,30,9,0,23,6,996,2009,36
2-Jun,Sunny,42,28,8,0,24,8,997,2010,35
3-Jun,Sunny,37,29,7,0.1,40,12,997,2011,33
4-Jun,Sunny,38,29,9,2.5,39,16,999,2012,33.5
5-Jun,Sunny,41,30,11,0,25,6,995,2009,35.5
6-Jun,Sunny,39,28,6,0.1,29,17,1001,2010,33.5
7-Jun,Sunny,37,29,8,2.3,46,16,997,2011,33
8-Jun,Sunny,37,28,10,1.6,42,16,998,2012,32.5
9-Jun,Sunny,39,30,9,0,33,6,999,2013,34.5
10-Jun,Sunny,41,28,9,0.1,27,8,998,2009,34.5
11-Jun,Sunny,39,26,9,0,31,12,1002,2010,32.5
12-Jun,partly cloudy,36,29,7,7.5,48,23,997,2011,32.5
13-Jun,Sunny,36,27,10,1.2,42,11,998,2012,31.5
14-Jun,Sunny,39,30,8,0.1,35,11,998,2013,34.5
15-Jun,Sunny,42,28,10,0,18,4,997,2009,35
16-Jun,Sunny,41,27,9,0,24,5,1002,2010,34
17-Jun,Patchy rain possible,35,27,9,6.2,52,17,997,2011,31
18-Jun,Sunny,35,27,8,0.9,40,26,999,2012,31
19-Jun,Sunny,39,31,10,0.4,35,20,998,2013,35
20-Jun,Sunny,41,28,9,0,20,5,998,2009,34.5
21-Jun,Sunny,43,28,7,0,22,2,999,2010,35.5
22-Jun,Sunny,32,26,8,2.7,54,14,999,2011,29
23-Jun,Sunny,37,27,9,1.3,36,12,1002,2012,32
24-Jun,Sunny,39,30,8,1.2,40,25,999,2013,34.5
25-Jun,Sunny,43,28,8,0,22,4,995,2009,35.5
26-Jun,Sunny,43,29,10,0,23,4,999,2010,36
27-Jun,Sunny,35,26,6,1,45,9,998,2011,30.5
28-Jun,Sunny,39,29,10,0.2,30,8,1001,2012,34
29-Jun,Sunny,36,29,8,5.7,49,26,998,2013,32.5
30-Jun,Sunny,42,30,11,0,29,10,997,2009,36
1-Jul,Sunny,43,30,9,0,28,5,997,2010,36.5
2-Jul,Sunny,35,27,6,0.3,42,10,998,2011,31
3-Jul,Sunny,40,30,8,0.4,30,7,996,2012,35
4-Jul,Sunny,37,29,8,3,50,17,995,2013,33
5-Jul,Sunny,42,28,8,0.5,37,10,997,2009,35
6-Jul,Sunny,44,31,11,0,28,9,994,2010,37.5
7-Jul,Sunny,36,28,6,0.4,42,9,995,2011,32
8-Jul,Sunny,39,28,11,0.4,32,5,995,2012,33.5
9-Jul,Sunny,38,29,12,1,49,22,993,2013,33.5
10-Jul,Sunny,43,30,10,0.1,30,11,996,2009,36.5
11-Jul,Moderate or heavy rain shower,35,28,15,9.1,58,29,998,2010,31.5
12-Jul,Sunny,38,29,5,0.3,36,6,993,2011,33.5
13-Jul,Sunny,39,28,8,0.1,29,7,997,2012,33.5
14-Jul,Patchy rain possible,33,27,12,10.3,64,29,998,2013,30
15-Jul,Sunny,41,28,8,0,34,10,998,2009,34.5
16-Jul,partly cloudy,34,25,7,2.3,70,22,1002,2010,29.5
17-Jul,Sunny,37,27,8,0.3,39,4,997,2011,32
18-Jul,Sunny,37,29,9,0.5,47,30,997,2012,33
19-Jul,Patchy rain possible,34,28,12,10.9,61,43,997,2013,31
20-Jul,Sunny,42,29,8,0,29,8,998,2009,35.5
21-Jul,Patchy rain possible,36,25,3,1.1,64,24,1002,2010,30.5
22-Jul,Sunny,37,27,7,0.1,38,6,996,2011,32
23-Jul,Sunny,38,28,7,3.3,52,18,996,2012,33
24-Jul,Patchy rain possible,30,27,7,4,72,56,1002,2013,28.5
25-Jul,Sunny,42,28,7,0,23,2,997,2009,35
26-Jul,partly cloudy,33,25,7,15.4,75,32,1001,2010,29
27-Jul,Sunny,36,27,9,0.9,49,14,997,2011,31.5
28-Jul,Sunny,37,28,10,2,52,20,993,2012,32.5
29-Jul,Patchy rain possible,34,26,5,1.3,61,27,1004,2013,30
30-Jul,Sunny,43,26,8,0,17,0,996,2009,34.5
31-Jul,partly cloudy,34,25,4,1.3,68,30,1000,2010,29.5
1-Aug,Sunny,34,28,9,3.2,60,34,997,2011,31
2-Aug,partly cloudy,35,26,11,8.8,54,30,997,2012,30.5
3-Aug,Sunny,35,28,7,0,52,19,1002,2013,31.5
4-Aug,Sunny,43,27,8,0,17,0,995,2009,35
5-Aug,partly cloudy,35,26,8,1,64,31,1002,2010,30.5
6-Aug,Sunny,34,28,5,0,56,26,996,2011,31
7-Aug,Sunny,34,25,7,1.6,53,13,1001,2012,29.5
8-Aug,Sunny,36,29,5,1.5,49,30,1000,2013,32.5
9-Aug,Sunny,43,28,9,0,20,4,996,2009,35.5
10-Aug,partly cloudy,28,24,8,16.2,90,61,1005,2010,26
11-Aug,partly cloudy,35,29,5,2.7,53,28,996,2011,32
12-Aug,Sunny,35,25,7,1.2,47,6,1001,2012,30
13-Aug,Moderate or heavy rain shower,33,27,9,17.2,65,31,1001,2013,30
14-Aug,Sunny,41,30,8,0,27,13,998,2009,35.5
15-Aug,partly cloudy,32,24,3,2.7,80,54,1005,2010,28
16-Aug,Sunny,35,28,9,3.8,60,23,996,2011,31.5
17-Aug,Sunny,37,26,10,0.7,39,11,1001,2012,31.5
18-Aug,partly cloudy,32,26,8,8.6,71,35,1002,2013,29
19-Aug,Sunny,41,28,8,0,29,15,998,2009,34.5
20-Aug,partly cloudy,32,25,5,0,75,38,1003,2010,28.5
21-Aug,partly cloudy,33,26,14,16.3,68,27,998,2011,29.5
22-Aug,partly cloudy,35,27,9,3.8,58,64,1000,2012,31
23-Aug,Sunny,34,26,8,5.9,65,29,1000,2013,30
24-Aug,Sunny,42,28,7,0,30,20,997,2009,35
25-Aug,partly cloudy,32,25,4,0.3,72,35,1002,2010,28.5
26-Aug,partly cloudy,33,26,6,1.2,65,32,999,2011,29.5
27-Aug,Sunny,37,27,8,0.3,44,16,998,2012,32
28-Aug,Sunny,34,27,8,6.5,63,25,999,2013,30.5
29-Aug,partly cloudy,41,29,7,0.7,34,31,998,2009,35
30-Aug,Sunny,33,25,6,5.3,67,22,1002,2010,29
31-Aug,partly cloudy,33,26,9,2.6,66,32,1000,2011,29.5
1-Sep,Sunny,35,26,7,2.6,52,12,1000,2012,30.5
2-Sep,Sunny,35,26,10,2.4,66,21,1001,2013,30.5
3-Sep,Sunny,42,30,9,0.4,31,24,1001,2009,36
4-Sep,Patchy rain possible,35,25,6,6.8,65,27,1002,2010,30
5-Sep,partly cloudy,33,26,5,1.7,64,24,999,2011,29.5
6-Sep,Sunny,35,26,7,2.2,45,10,1001,2012,30.5
7-Sep,partly cloudy,34,27,8,1.9,62,33,1003,2013,30.5
8-Sep,Sunny,42,27,7,0,24,1,1001,2009,34.5
9-Sep,Patchy rain possible,34,25,8,3.5,69,29,1002,2010,29.5
10-Sep,Sunny,32,25,9,0,68,27,999,2011,28.5
11-Sep,Sunny,35,25,5,0.5,45,10,1002,2012,30
12-Sep,partly cloudy,33,27,7,0.3,67,33,1002,2013,30
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
